id,name,supertype,subtypes,hp,types,evolvesTo,rules,attacks,weaknesses,retreatCost,set_id,set_name,rarity,nationalPokedexNumbers,image_url,price
neo2-13,Umbreon,Pokémon,Stage 1,80,Darkness,,,"Bite, Feint Attack",,Colorless,neo2,Neo Discovery,Rare Holo,197,https://images.pokemontcg.io/neo2/13_hires.png,
swsh11-97,Makuhita,Pokémon,Basic,80,Fighting,Hariyama,,Fake Out,Psychic,"Colorless, Colorless, Colorless",swsh11,Lost Origin,Common,296,https://images.pokemontcg.io/swsh11/97_hires.png,
dp7-96,Dusknoir LV.X,Pokémon,Level-Up,140,Psychic,,"Put this card onto your Active Dusknoir. Dusknoir LV.X can use any attack, Poké-Power, or Poké-Body from its previous level.",,Darkness,"Colorless, Colorless, Colorless",dp7,Stormfront,Rare Holo LV.X,477,https://images.pokemontcg.io/dp7/96_hires.png,44.04
smp-SM218,Buzzwole,Pokémon,"Basic, Ultra Beast",130,Grass,,,Touchdown,Fire,"Colorless, Colorless",smp,SM Black Star Promos,Promo,794,https://images.pokemontcg.io/smp/SM218_hires.png,2.47
bw4-91,Skyarrow Bridge,Trainer,Stadium,,,,"The Retreat Cost of each Basic Pokémon is play is Colorless less., This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.",,,,bw4,Next Destinies,Uncommon,,https://images.pokemontcg.io/bw4/91_hires.png,
swshp-SWSH058,Alcremie,Pokémon,Stage 1,110,Psychic,,,"Decorate, Draining Kiss",Metal,Colorless,swshp,SWSH Black Star Promos,Promo,869,https://images.pokemontcg.io/swshp/SWSH058_hires.png,2.16
xy6-7,Dustox,Pokémon,Stage 2,140,Grass,,,"Psybeam, Twilight Poison",Fire,"Colorless, Colorless",xy6,Roaring Skies,Uncommon,269,https://images.pokemontcg.io/xy6/7_hires.png,
pl4-46,Ponyta,Pokémon,Basic,40,Fire,Rapidash,,"Ascension, Combustion",Water,Colorless,pl4,Arceus,Uncommon,77,https://images.pokemontcg.io/pl4/46_hires.png,
sm9-103,Ferrothorn,Pokémon,Stage 1,120,Metal,,,"Guard Press, Thorn Pod Throw",Fire,"Colorless, Colorless, Colorless",sm9,Team Up,Rare,598,https://images.pokemontcg.io/sm9/103_hires.png,
neo1-70,Pikachu,Pokémon,Basic,50,Lightning,Raichu,,"Quick Attack, Agility",Fighting,Colorless,neo1,Neo Genesis,Common,25,https://images.pokemontcg.io/neo1/70_hires.png,
col1-56,Eevee,Pokémon,Basic,50,Colorless,"Vaporeon, Jolteon, Flareon, Sylveon, Espeon, Umbreon, Leafeon, Glaceon",,"Tackle, Bite",Fighting,Colorless,col1,Call of Legends,Common,133,https://images.pokemontcg.io/col1/56_hires.png,
swsh12-200,Mawile VSTAR,Pokémon,VSTAR,260,Psychic,,"VSTAR rule: When your Pokémon VSTAR is Knocked Out, your opponent takes 2 Prize cards.",Sudden Eater,Metal,Colorless,swsh12,Silver Tempest,Rare Rainbow,303,https://images.pokemontcg.io/swsh12/200_hires.png,5.72
sv4pt5-171,Annihilape,Pokémon,Stage 2,140,Fighting,,,"Rage Fist, Dynamite Punch",Psychic,"Colorless, Colorless",sv4pt5,Paldean Fates,Shiny Rare,979,https://images.pokemontcg.io/sv4pt5/171_hires.png,3.02
swsh8-160,Galarian Linoone,Pokémon,Stage 1,90,Darkness,,,Rear Kick,Grass,Colorless,swsh8,Fusion Strike,Uncommon,264,https://images.pokemontcg.io/swsh8/160_hires.png,
swsh45-61,Rusted Shield,Trainer,Pokémon Tool,,,,"Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached., The Zamazenta V this card is attached to gets +70 HP., You may play any number of Item cards during your turn.",,,,swsh45,Shining Fates,Uncommon,,https://images.pokemontcg.io/swsh45/61_hires.png,
sm10-86,Dugtrio,Pokémon,Stage 1,90,Fighting,,,Home Ground,Grass,Colorless,sm10,Unbroken Bonds,Rare,51,https://images.pokemontcg.io/sm10/86_hires.png,
g1-60,Crushing Hammer,Trainer,Item,,,,"Flip a coin. If heads, discard an Energy attached to 1 of your opponent's Pokémon., You may play as many Item cards as you like during your turn (before your attack).",,,,g1,Generations,Uncommon,,https://images.pokemontcg.io/g1/60_hires.png,
bw4-38,Kyurem-EX,Pokémon,"Basic, EX",180,Water,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Frozen Wings, Hail Blizzard",Metal,"Colorless, Colorless, Colorless",bw4,Next Destinies,Rare Holo EX,646,https://images.pokemontcg.io/bw4/38_hires.png,4.96
ex9-52,Larvitar,Pokémon,Basic,50,Fighting,Pupitar,,Dig Under,Grass,Colorless,ex9,Emerald,Common,246,https://images.pokemontcg.io/ex9/52_hires.png,
bw1-81,Lillipup,Pokémon,Basic,60,Colorless,Herdier,,"Collect, Tackle",Fighting,Colorless,bw1,Black & White,Common,506,https://images.pokemontcg.io/bw1/81_hires.png,
ex7-60,Houndour,Pokémon,Basic,50,Fire,Houndoom,,Firebreathing,Water,Colorless,ex7,Team Rocket Returns,Common,228,https://images.pokemontcg.io/ex7/60_hires.png,
dp6-35,Poliwrath,Pokémon,Stage 2,130,Water,,,"Focus Punch, Submission",Lightning,"Colorless, Colorless",dp6,Legends Awakened,Rare,62,https://images.pokemontcg.io/dp6/35_hires.png,
swsh7-193,Rayquaza V,Pokémon,"Basic, V, Rapid Strike",210,Dragon,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Dragon Pulse, Spiral Burst",,"Colorless, Colorless",swsh7,Evolving Skies,Rare Ultra,384,https://images.pokemontcg.io/swsh7/193_hires.png,17.37
swsh1-31,Scorbunny,Pokémon,Basic,70,Fire,Raboot,,"Tackle, Flare",Water,Colorless,swsh1,Sword & Shield,Common,813,https://images.pokemontcg.io/swsh1/31_hires.png,
sm11-13,Foongus,Pokémon,Basic,40,Grass,Amoonguss,,Spore,Fire,Colorless,sm11,Unified Minds,Common,590,https://images.pokemontcg.io/sm11/13_hires.png,
swsh2-75,Clefable,Pokémon,Stage 1,110,Psychic,,,Moon Kick,Metal,"Colorless, Colorless",swsh2,Rebel Clash,Rare Holo,36,https://images.pokemontcg.io/swsh2/75_hires.png,0.31
dp7-51,Skarmory,Pokémon,Basic,80,Metal,,,"Quick Attack, Mach Blade",Lightning,Colorless,dp7,Stormfront,Uncommon,227,https://images.pokemontcg.io/dp7/51_hires.png,
bw11-41,Palpitoad,Pokémon,Stage 1,80,Water,Seismitoad,,"Mud Shot, Round",Grass,"Colorless, Colorless",bw11,Legendary Treasures,Uncommon,536,https://images.pokemontcg.io/bw11/41_hires.png,
bw5-14,Torchic,Pokémon,Basic,50,Fire,Combusken,,Reckless Charge,Water,Colorless,bw5,Dark Explorers,Common,255,https://images.pokemontcg.io/bw5/14_hires.png,
sv1-28,Capsakid,Pokémon,Basic,70,Grass,,,"Increasing Spice, Playful Kick",Fire,Colorless,sv1,Scarlet & Violet,Common,951,https://images.pokemontcg.io/sv1/28_hires.png,
smp-SM86,Pikachu,Pokémon,Basic,60,Lightning,Raichu,,"Tail Whap, Spark",Fighting,Colorless,smp,SM Black Star Promos,Promo,25,https://images.pokemontcg.io/smp/SM86_hires.png,5.36
dp7-62,Gastly,Pokémon,Basic,50,Psychic,Haunter,,"Pitch-Dark, Trick Gas",Darkness,Colorless,dp7,Stormfront,Common,92,https://images.pokemontcg.io/dp7/62_hires.png,
bw9-47,Mr. Mime,Pokémon,Basic,70,Psychic,,,Psy Bolt,Psychic,Colorless,bw9,Plasma Freeze,Rare,122,https://images.pokemontcg.io/bw9/47_hires.png,
ecard2-63,Tyrogue,Pokémon,Baby,30,Fighting,"Hitmonlee, Hitmonchan, Hitmontop","If your Active Pokémon is a Baby Pokémon and your opponent announces an attack, your opponent flips a coin (before doing anything else). If tails, your opponent's turn ends.",Energy Punch,,Colorless,ecard2,Aquapolis,Uncommon,236,https://images.pokemontcg.io/ecard2/63_hires.png,
ex13-66,Horsea δ,Pokémon,Basic,50,Fire,Seadra,,"Ram, Steady Firebreathing",Lightning,Colorless,ex13,Holon Phantoms,Common,116,https://images.pokemontcg.io/ex13/66_hires.png,
sv3-186,Arven,Trainer,Supporter,,,,"Search your deck for an Item card and a Pokémon Tool card, reveal them, and put them into your hand. Then, shuffle your deck., You may play only 1 Supporter card during your turn.",,,,sv3,Obsidian Flames,Uncommon,,https://images.pokemontcg.io/sv3/186_hires.png,
swsh6-88,Passimian,Pokémon,"Basic, Rapid Strike",110,Fighting,,,Fling,Psychic,Colorless,swsh6,Chilling Reign,Rare,766,https://images.pokemontcg.io/swsh6/88_hires.png,
ex1-34,Kirlia,Pokémon,Stage 1,70,Psychic,"Gardevoir, Gallade",,"Removal Beam, Super Psy",Psychic,Colorless,ex1,Ruby & Sapphire,Uncommon,281,https://images.pokemontcg.io/ex1/34_hires.png,
sm11-94,Doublade,Pokémon,Stage 1,90,Psychic,Aegislash,,Slashing Cutter,Darkness,"Colorless, Colorless, Colorless",sm11,Unified Minds,Uncommon,680,https://images.pokemontcg.io/sm11/94_hires.png,
dp6-75,Tentacruel,Pokémon,Stage 1,90,Water,,,"Tentacle Strike, Dangerous Poison",Lightning,Colorless,dp6,Legends Awakened,Uncommon,73,https://images.pokemontcg.io/dp6/75_hires.png,
pl4-57,Burmy Sandy Cloak,Pokémon,Basic,40,Grass,"Wormadam, Mothim",,Tackle,Fire,Colorless,pl4,Arceus,Common,412,https://images.pokemontcg.io/pl4/57_hires.png,
smp-SM181,Melmetal,Pokémon,Stage 1,150,Metal,,,Heavy Impact,Fire,"Colorless, Colorless, Colorless, Colorless",smp,SM Black Star Promos,Promo,809,https://images.pokemontcg.io/smp/SM181_hires.png,1.83
ex8-8,Gyarados,Pokémon,Stage 1,90,Water,,,"Dragon Spark, Full Retaliation, Pulverize",Lightning,"Colorless, Colorless",ex8,Deoxys,Rare Holo,130,https://images.pokemontcg.io/ex8/8_hires.png,53.2
pl3-1,Absol G,Pokémon,"Basic, SP",70,Darkness,,,"Feint Attack, Doom News",Fighting,Colorless,pl3,Supreme Victors,Rare Holo,359,https://images.pokemontcg.io/pl3/1_hires.png,8.52
sv4-71,Natu,Pokémon,Basic,50,Psychic,Xatu,,Triple Strike,Darkness,Colorless,sv4,Paradox Rift,Common,177,https://images.pokemontcg.io/sv4/71_hires.png,
dp5-78,Turtwig,Pokémon,Basic,60,Grass,Grotle,"Persim Berry: If Turtwig is Confused, remove the Special Condition Confused from Turtwig at the end of each player's turn.",Bite,Fire,"Colorless, Colorless",dp5,Majestic Dawn,Common,387,https://images.pokemontcg.io/dp5/78_hires.png,
ex14-56,Meditite,Pokémon,Basic,50,Fighting,Medicham,,"Kick, Pure Power",Psychic,Colorless,ex14,Crystal Guardians,Common,307,https://images.pokemontcg.io/ex14/56_hires.png,
ru1-1,Venusaur,Pokémon,Stage 2,140,Grass,,,Giga Drain,Fire,"Colorless, Colorless, Colorless, Colorless",ru1,Pokémon Rumble,,3,https://images.pokemontcg.io/ru1/1_hires.png,40.0
swshp-SWSH029,Rayquaza,Pokémon,Basic,130,Colorless,,,"Jaw Lock, Power Blast",Lightning,"Colorless, Colorless",swshp,SWSH Black Star Promos,Promo,384,https://images.pokemontcg.io/swshp/SWSH029_hires.png,4.26
xy10-87,Minccino,Pokémon,Basic,50,Colorless,Cinccino,,Tail Smack,Fighting,Colorless,xy10,Fates Collide,Common,572,https://images.pokemontcg.io/xy10/87_hires.png,
ex12-73,Fieldworker,Trainer,Supporter,,,,"You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokémon. When your turn ends, discard this card., Draw 3 cards. Your opponent may also draw a card.",,,,ex12,Legend Maker,Uncommon,,https://images.pokemontcg.io/ex12/73_hires.png,
ecard3-14,Kabutops,Pokémon,Stage 2,90,Fighting,,,Dual Cut,Grass,"Colorless, Colorless",ecard3,Skyridge,Rare,141,https://images.pokemontcg.io/ecard3/14_hires.png,
xy6-15,Talonflame,Pokémon,Stage 2,130,Fire,,,"Grand Loop, Brave Bird",Water,,xy6,Roaring Skies,Rare,663,https://images.pokemontcg.io/xy6/15_hires.png,
ex12-1,Aerodactyl,Pokémon,Stage 1,70,Colorless,,,"Power Blow, Speed Stroke",Lightning,,ex12,Legend Maker,Rare Holo,142,https://images.pokemontcg.io/ex12/1_hires.png,16.93
swsh2-144,Tranquill,Pokémon,Stage 1,80,Colorless,Unfezant,,"Razor Wing, Gust",Lightning,Colorless,swsh2,Rebel Clash,Uncommon,520,https://images.pokemontcg.io/swsh2/144_hires.png,
sv1-30,Growlithe,Pokémon,Basic,70,Fire,,,Relentless Flames,Water,"Colorless, Colorless",sv1,Scarlet & Violet,Common,58,https://images.pokemontcg.io/sv1/30_hires.png,
xy8-84,Gallade,Pokémon,Stage 2,150,Fighting,,,Sensitive Blade,Psychic,"Colorless, Colorless",xy8,BREAKthrough,Rare Holo,475,https://images.pokemontcg.io/xy8/84_hires.png,0.49
sm8-62,Beartic,Pokémon,Stage 1,140,Water,,,"Resolute Claws, Blizzard Burn",Metal,"Colorless, Colorless, Colorless",sm8,Lost Thunder,Rare,614,https://images.pokemontcg.io/sm8/62_hires.png,
sv3-185,Flamigo,Pokémon,Basic,120,Colorless,,,"Peck, Synchronized Feathers",Lightning,"Colorless, Colorless",sv3,Obsidian Flames,Uncommon,973,https://images.pokemontcg.io/sv3/185_hires.png,
swsh6-87,Lycanroc,Pokémon,"Stage 1, Single Strike",120,Fighting,,,Rogue Fangs,Grass,"Colorless, Colorless",swsh6,Chilling Reign,Rare Holo,745,https://images.pokemontcg.io/swsh6/87_hires.png,0.14
base6-40,Dewgong,Pokémon,Stage 1,80,Water,,,"Aurora Beam, Ice Beam",Lightning,"Colorless, Colorless, Colorless",base6,Legendary Collection,Uncommon,87,https://images.pokemontcg.io/base6/40_hires.png,
ex11-96,Holon Ruins,Trainer,Stadium,,,,"This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card., Each player that has any Pokémon in play that has δ on its card may draw a card once during his or her turn. If the player does, he or she discards a card from his or her hand.",,,,ex11,Delta Species,Uncommon,,https://images.pokemontcg.io/ex11/96_hires.png,
ex5-69,Plusle,Pokémon,Basic,50,Lightning,,,"Plus Energy, Dazzle Blast",Fighting,Colorless,ex5,Hidden Legends,Common,311,https://images.pokemontcg.io/ex5/69_hires.png,
sm35-45,Marshadow,Pokémon,Basic,70,Psychic,,,Shadow Punch,Darkness,Colorless,sm35,Shining Legends,Rare Holo,802,https://images.pokemontcg.io/sm35/45_hires.png,0.36
sm8-172a,Electropower,Trainer,Item,,,,"During this turn, your Lightning Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).",,,,sm8,Lost Thunder,Uncommon,,https://images.pokemontcg.io/sm8/172a_hires.png,
base3-10,Lapras,Pokémon,Basic,80,Water,,,"Water Gun, Confuse Ray",Lightning,"Colorless, Colorless",base3,Fossil,Rare Holo,131,https://images.pokemontcg.io/base3/10_hires.png,
sv4-70,Iron Hands ex,Pokémon,"Basic, ex, Future",230,Lightning,,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.","Arm Press, Amp You Very Much",Fighting,"Colorless, Colorless, Colorless, Colorless",sv4,Paradox Rift,Double Rare,992,https://images.pokemontcg.io/sv4/70_hires.png,13.49
swsh4-76,Whimsicott,Pokémon,Stage 1,90,Psychic,,,"Triple Draw, Flying Fury",Metal,,swsh4,Vivid Voltage,Rare,547,https://images.pokemontcg.io/swsh4/76_hires.png,
gym1-59,Sabrina's Jynx,Pokémon,Basic,60,Psychic,,,"Good Night, Good Morning",Psychic,Colorless,gym1,Gym Heroes,Uncommon,124,https://images.pokemontcg.io/gym1/59_hires.png,
bw2-83,Audino,Pokémon,Basic,90,Colorless,,,"Powerful Slap, Heal Pulse",Fighting,"Colorless, Colorless",bw2,Emerging Powers,Uncommon,531,https://images.pokemontcg.io/bw2/83_hires.png,
sm4-61,Zweilous,Pokémon,Stage 1,90,Darkness,Hydreigon,,"Headbutt, Double Hit",Fighting,"Colorless, Colorless",sm4,Crimson Invasion,Uncommon,634,https://images.pokemontcg.io/sm4/61_hires.png,
dp2-42,Chingling,Pokémon,Basic,40,Psychic,Chimecho,,Inviting Bell,Psychic,Colorless,dp2,Mysterious Treasures,Uncommon,433,https://images.pokemontcg.io/dp2/42_hires.png,
dp6-31,Jirachi,Pokémon,Basic,70,Metal,,,"One Desire, Doom Desire",Fire,Colorless,dp6,Legends Awakened,Rare,385,https://images.pokemontcg.io/dp6/31_hires.png,
ex12-21,Magmar,Pokémon,Basic,70,Fire,Magmortar,,"Linear Attack, Burning Sensation",Water,Colorless,ex12,Legend Maker,Rare,126,https://images.pokemontcg.io/ex12/21_hires.png,
sm1-84,Krokorok,Pokémon,Stage 1,90,Darkness,Krookodile,,"Knock Off, Darkness Fang",Fighting,"Colorless, Colorless",sm1,Sun & Moon,Uncommon,552,https://images.pokemontcg.io/sm1/84_hires.png,
sv1-27,Capsakid,Pokémon,Basic,60,Grass,,,Slightly Spicy,Fire,Colorless,sv1,Scarlet & Violet,Common,951,https://images.pokemontcg.io/sv1/27_hires.png,
hgss3-64,Rattata,Pokémon,Basic,40,Colorless,Raticate,,Gnaw,Fighting,Colorless,hgss3,HS—Undaunted,Common,19,https://images.pokemontcg.io/hgss3/64_hires.png,
sv3-184,Oinkologne,Pokémon,Stage 1,130,Colorless,,,"Finest Selection, Perfume Press",Fighting,"Colorless, Colorless",sv3,Obsidian Flames,Uncommon,916,https://images.pokemontcg.io/sv3/184_hires.png,
swsh6-86,Rockruff,Pokémon,"Basic, Single Strike",70,Fighting,Lycanroc,,Crunch,Grass,Colorless,swsh6,Chilling Reign,Common,744,https://images.pokemontcg.io/swsh6/86_hires.png,
gym1-129,Grass Energy,Energy,Basic,,,,,,,,gym1,Gym Heroes,,,https://images.pokemontcg.io/gym1/129_hires.png,
ex13-44,Holon's Castform,Pokémon,Basic,50,Colorless,,"You may attach this as an Energy card from your hand to 1 of your Pokémon that already has an Energy card attached to it. When you attach this card, return an Energy card attached to that Pokémon to your hand. While attached, this card is a Special Energy card and provides every type of Energy but 2 Energy at a time. (Has no effect other than providing Energy.)",Delta Draw,Fighting,Colorless,ex13,Holon Phantoms,Uncommon,351,https://images.pokemontcg.io/ex13/44_hires.png,
dp5-96,Recover Energy,Energy,Special,,,,"Recover Energy provides Colorless Energy. When you attach this card from your hand to 1 of your Pokémon, remove all Special Conditions from that Pokémon.",,,,dp5,Majestic Dawn,Uncommon,,https://images.pokemontcg.io/dp5/96_hires.png,
swshp-SWSH071,Scorbunny,Pokémon,Basic,60,Fire,Raboot,,"Me First, Live Coal",Water,Colorless,swshp,SWSH Black Star Promos,Promo,813,https://images.pokemontcg.io/swshp/SWSH071_hires.png,0.26
hgss3-54,Houndour,Pokémon,Basic,50,Darkness,Houndoom,,Jump On,Fighting,Colorless,hgss3,HS—Undaunted,Common,228,https://images.pokemontcg.io/hgss3/54_hires.png,
swsh2-181,Boltund V,Pokémon,"Basic, V",200,Lightning,,"V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.","Electrify, Bolt Storm",Fighting,"Colorless, Colorless",swsh2,Rebel Clash,Rare Ultra,836,https://images.pokemontcg.io/swsh2/181_hires.png,2.0
sm8-7,Bayleef,Pokémon,Stage 1,100,Grass,Meganium,,"Soothing Scent, Razor Leaf",Fire,"Colorless, Colorless",sm8,Lost Thunder,Uncommon,153,https://images.pokemontcg.io/sm8/7_hires.png,
dp3-1,Ampharos,Pokémon,Stage 2,130,Lightning,,,Cluster Bolt,Fighting,"Colorless, Colorless, Colorless",dp3,Secret Wonders,Rare Holo,181,https://images.pokemontcg.io/dp3/1_hires.png,15.0
sv4-69,Toxel,Pokémon,Basic,70,Lightning,Toxtricity,,Whimsy Tackle,Fighting,"Colorless, Colorless",sv4,Paradox Rift,Common,848,https://images.pokemontcg.io/sv4/69_hires.png,
pl1-1,Ampharos,Pokémon,Stage 2,130,Lightning,,,"Gigavolt, Reflect Energy",Fighting,"Colorless, Colorless",pl1,Platinum,Rare Holo,181,https://images.pokemontcg.io/pl1/1_hires.png,12.98
sm5-79,Alolan Dugtrio,Pokémon,Stage 1,60,Metal,,,Gold Rush,Fire,Colorless,sm5,Ultra Prism,Uncommon,51,https://images.pokemontcg.io/sm5/79_hires.png,
ex9-58,Numel,Pokémon,Basic,50,Fire,Camerupt,,"Stampede, Steady Firebreathing",Water,"Colorless, Colorless",ex9,Emerald,Common,322,https://images.pokemontcg.io/ex9/58_hires.png,
bw11-94,Gible,Pokémon,Basic,50,Dragon,Gabite,,"Tackle, Gnaw",Dragon,Colorless,bw11,Legendary Treasures,Common,443,https://images.pokemontcg.io/bw11/94_hires.png,
xy12-65,M Pidgeot-EX,Pokémon,"MEGA, EX",220,Colorless,,"Mega Evolution rule: When 1 of your Pokémon becomes a Mega Evolution Pokémon, your turn ends., Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.",Mach Cyclone,Lightning,,xy12,Evolutions,Rare Holo EX,18,https://images.pokemontcg.io/xy12/65_hires.png,2.26
pl1-48,Flaaffy,Pokémon,Stage 1,80,Lightning,Ampharos,,"Spark, Tail Code",Fighting,Colorless,pl1,Platinum,Uncommon,180,https://images.pokemontcg.io/pl1/48_hires.png,
sm8-37,Tapu Bulu,Pokémon,Basic,130,Grass,,,"Heavy Punch, Wild Tackle",Fire,"Colorless, Colorless",sm8,Lost Thunder,Rare Holo,787,https://images.pokemontcg.io/sm8/37_hires.png,0.81
ex3-18,Ninjask,Pokémon,Stage 1,70,Grass,Shedinja,,Quick Touch,Fire,,ex3,Dragon,Rare,291,https://images.pokemontcg.io/ex3/18_hires.png,
xy1-144,Yveltal-EX,Pokémon,"Basic, EX",170,Darkness,,"Pokémon-EX rule: When a Pokémon-EX has been Knocked Out, your opponent takes 2 Prize cards.","Evil Ball, Y Cyclone",Lightning,"Colorless, Colorless",xy1,XY,Rare Ultra,717,https://images.pokemontcg.io/xy1/144_hires.png,25.56
sv1-55,Wiglett,Pokémon,Basic,50,Water,,,Twisting Strike,Lightning,Colorless,sv1,Scarlet & Violet,Common,960,https://images.pokemontcg.io/sv1/55_hires.png,
base4-88,Poliwag,Pokémon,Basic,40,Water,Poliwhirl,,Water Gun,Grass,Colorless,base4,Base Set 2,Common,60,https://images.pokemontcg.io/base4/88_hires.png,
